index,time,wether,error,moving,no
1437,2014/12/31 7:00,11.12,0.66549,0.0851,345
1438,2014/12/31 8:00,18.74,0.37154,0.0729,436
1439,2014/12/31 9:00,14.58,0.22348,0.0724,123
1440,2014/12/31 10:00,14.97,0.54724,0.0907,324
1441,2014/12/31 11:00,10.19,0.81754,0.0239,478
1442,2014/12/31 12:00,10.56,0.20002,0.0069,197
1443,2014/12/31 13:00,18.27,0.27243,0.0375,146
1444,2014/12/31 14:00,18.45,0.90428,0.04,57
1445,2014/12/31 15:00,18.87,0.22434,0.0999,450
1446,2014/12/31 16:00,17.44,0.66955,0.0825,137
1447,2014/12/31 17:00,13.25,0.88742,0.0498,407
1448,2014/12/31 18:00,24.23,0.05533,0.0414,103
1449,2014/12/31 19:00,14.14,0.21328,0.0154,483
1450,2014/12/31 20:00,15.74,0.55194,0.0539,191
1451,2014/12/31 21:00,16.69,0.28168,0.0433,471
1452,2014/12/31 22:00,15.17,0.34923,0.0011,37
1453,2014/12/31 23:00,24.48,0.65058,0.0507,434
1454,2015/1/1 0:00,10.39,0.80429,0.098,94
1455,2015/1/1 1:00,21.81,0.87631,0.0083,271
1456,2015/1/1 2:00,14.61,0.80671,0.0055,355
1457,2015/1/1 3:00,23.02,0.7059,0.0311,193
1458,2015/1/1 4:00,23.92,0.2043,0.0644,48
1459,2015/1/1 5:00,14.17,0.11878,0.0428,481
1460,2015/1/1 6:00,12.31,0.11751,0.0041,72
1461,2015/1/1 7:00,23.08,0.55053,0.0239,145
1462,2015/1/1 8:00,19.65,0.02531,0.0261,335
1463,2015/1/1 9:00,13.37,0.65327,0.0396,376
1464,2015/1/1 10:00,14.33,0.62496,0.0278,189
1465,2015/1/1 11:00,11.09,0.01104,0.0993,421
1466,2015/1/1 12:00,22.88,0.43704,0.0174,252
1467,2015/1/1 13:00,15.24,0.97139,0.0129,73
1468,2015/1/1 14:00,19.79,0.14138,0.0276,136
1469,2015/1/1 15:00,23,0.87042,0.0103,413
1470,2015/1/1 16:00,21.24,0.80607,0.0372,105
1471,2015/1/1 17:00,17.69,0.15176,0.0075,319
1472,2015/1/1 18:00,15.11,0.8076,0.0697,367
1473,2015/1/1 19:00,14.98,0.90978,0.0545,178
1474,2015/1/1 20:00,11.91,0.52797,0.068,339
1475,2015/1/1 21:00,23.75,0.90353,0.0064,394
1476,2015/1/1 22:00,24.46,0.36709,0.0072,51
1477,2015/1/1 23:00,22.09,0.22571,0.0094,333
1478,2015/1/2 0:00,23.68,0.57625,0.0759,392
1479,2015/1/2 1:00,12.58,0.67147,0.0276,118
1480,2015/1/2 2:00,15.11,0.32623,0.0938,60
1481,2015/1/2 3:00,23.67,0.86775,0.0225,387
1482,2015/1/2 4:00,16.57,0.05545,0.0724,188
1483,2015/1/2 5:00,19.05,0.97538,0.0753,249
1484,2015/1/2 6:00,16.63,0.00399,0.0578,165
1485,2015/1/2 7:00,19.34,0.94127,0.0685,273
1486,2015/1/2 8:00,15.88,0.84345,0.0534,439
1487,2015/1/2 9:00,24.49,0.45052,0.0987,168
1488,2015/1/2 10:00,24.39,0.25943,0.0801,42
1489,2015/1/2 11:00,17.02,0.69952,0.0088,476
1490,2015/1/2 12:00,10.5,0.69945,0.0729,230
1491,2015/1/2 13:00,11.36,0.5828,0.0511,193
1492,2015/1/2 14:00,18.85,0.70361,0.0175,357
1493,2015/1/2 15:00,24.34,0.9094,0.0336,435
1494,2015/1/2 16:00,24.57,0.45606,0.0285,204
1495,2015/1/2 17:00,18.39,0.44285,0.065,120
1496,2015/1/2 18:00,12.62,0.53369,0.0767,66
1497,2015/1/2 19:00,13.24,0.79933,0.0364,249
1498,2015/1/2 20:00,19.3,0.23113,0.026,254
1499,2015/1/2 21:00,20.5,0.63407,0.0508,219
1500,2015/1/2 22:00,15.22,0.17777,0.0181,68
1501,2015/1/2 23:00,14.89,0.33412,0.0958,304
1502,2015/1/3 0:00,19.66,0.34698,0.0892,254
1503,2015/1/3 1:00,19.17,0.80257,0.0532,246
1504,2015/1/3 2:00,17.25,0.15882,0.0216,476
1505,2015/1/3 3:00,10.84,0.46194,0.0297,256
1506,2015/1/3 4:00,18.61,0.43735,0.067,370
1507,2015/1/3 5:00,19.04,0.06589,0.0638,477
1508,2015/1/3 6:00,14.98,0.85878,0.0284,193
1509,2015/1/3 7:00,23.79,0.04941,0.0849,407
1510,2015/1/3 8:00,14.54,0.01818,0.0197,411
1511,2015/1/3 9:00,22.22,0.62096,0.0197,134
1512,2015/1/3 10:00,14.14,0.8719,0.0597,178
1513,2015/1/3 11:00,13.09,0.44371,0.0665,346
1514,2015/1/3 12:00,15.05,0.56277,0.0103,380
1515,2015/1/3 13:00,14.33,0.74456,0.0299,83
1516,2015/1/3 14:00,10.75,0.97362,0.0147,293
1517,2015/1/3 15:00,11.85,0.9248,0.0198,269
1518,2015/1/3 16:00,22.98,0.79862,0.0777,470
1519,2015/1/3 17:00,15.2,0.44316,0.0477,246
1520,2015/1/3 18:00,16.92,0.77766,0.0746,462
1521,2015/1/3 19:00,14.51,0.94887,0.0291,425
1522,2015/1/3 20:00,10.09,0.37167,0.0117,483
1523,2015/1/3 21:00,23.58,0.42629,0.0383,377
1524,2015/1/3 22:00,20.8,0.14893,0.0806,196
1525,2015/1/3 23:00,15.78,0.79675,0.0061,108
1526,2015/1/4 0:00,15.88,0.0991,0.038,312
1527,2015/1/4 1:00,18.36,0.44261,0.0934,66
1528,2015/1/4 2:00,14.28,0.09333,0.0344,253
1529,2015/1/4 3:00,15.31,0.00194,0.0059,261
1530,2015/1/4 4:00,22.12,0.05519,0.093,253
1531,2015/1/4 5:00,14.8,0.61331,0.0856,42
1532,2015/1/4 6:00,21.68,0.79239,0.0414,121
1533,2015/1/4 7:00,19.2,0.68005,0.0887,413
1534,2015/1/4 8:00,10.26,0.15093,0.0294,11
1535,2015/1/4 9:00,20.51,0.35755,0.0531,417
1536,2015/1/4 10:00,18.35,0.74728,0.0639,55
1537,2015/1/4 11:00,24.89,0.3676,0.0623,405
1538,2015/1/4 12:00,11.13,0.08694,0.0355,11
1539,2015/1/4 13:00,22.12,0.85979,0.0084,56
1540,2015/1/4 14:00,10.85,0.05022,0.0111,456
1541,2015/1/4 15:00,22.49,0.85204,0.054,110
1542,2015/1/4 16:00,16.22,0.63686,0.0442,75
1543,2015/1/4 17:00,16.57,0.63819,0.0153,33
1544,2015/1/4 18:00,21.77,0.45705,0.0197,301
1545,2015/1/4 19:00,12.47,0.63938,0.0878,267
1546,2015/1/4 20:00,23.69,0.24789,0.0713,192
1547,2015/1/4 21:00,14.23,0.9678,0.0616,463
1548,2015/1/4 22:00,18.94,0.09436,0.0923,177
1549,2015/1/4 23:00,10.28,0.93565,0.0241,384
1550,2015/1/5 0:00,19.02,0.25046,0.0777,320
1551,2015/1/5 1:00,17.49,0.37915,0.0435,394
1552,2015/1/5 2:00,20.77,0.93553,0.0242,26
1553,2015/1/5 3:00,18.07,0.02523,0.0742,479
1554,2015/1/5 4:00,11.94,0.39403,0.0305,222
1555,2015/1/5 5:00,24.01,0.94738,0.0279,337
1556,2015/1/5 6:00,17.23,0.28722,0.0821,447
1557,2015/1/5 7:00,12.92,0.64245,0.08,438
1558,2015/1/5 8:00,13.59,0.73682,0.0443,38
1559,2015/1/5 9:00,23.82,0.93152,0.0117,491
1560,2015/1/5 10:00,22.65,0.42118,0.0802,477
1561,2015/1/5 11:00,20.99,0.02211,0.0644,326
1562,2015/1/5 12:00,14.85,0.04893,0.0296,97
1563,2015/1/5 13:00,23.94,0.73168,0.0057,186
1564,2015/1/5 14:00,23.65,0.17202,0.0646,137
1565,2015/1/5 15:00,13,0.67448,0.0522,498
1566,2015/1/5 16:00,17.26,0.5846,0.0531,71
1567,2015/1/5 17:00,13.9,0.50066,0.086,21
1568,2015/1/5 18:00,21.32,0.25683,0.0374,252
1569,2015/1/5 19:00,15.83,0.03062,0.0802,384
1570,2015/1/5 20:00,23.19,0.11773,0.0671,475
1571,2015/1/5 21:00,16.61,0.55351,0.0553,233
1572,2015/1/5 22:00,20.5,0.77074,0.0731,347
1573,2015/1/5 23:00,18.61,0.87268,0.0382,208
1574,2015/1/6 0:00,19.64,0.18274,0.0955,56
1575,2015/1/6 1:00,21.64,0.92485,0.098,329
1576,2015/1/6 2:00,11.57,0.51052,0.0589,317
1577,2015/1/6 3:00,19.54,0.50572,0.052,142
1578,2015/1/6 4:00,16.84,0.38362,0.0563,159
1579,2015/1/6 5:00,24.05,0.89387,0.0212,341
1580,2015/1/6 6:00,22.27,0.18903,0.07,20
1581,2015/1/6 7:00,12.33,0.95301,0.0921,94
1582,2015/1/6 8:00,23.47,0.90646,0.0338,214
1583,2015/1/6 9:00,14.01,0.00507,0.0146,250
1584,2015/1/6 10:00,14.87,0.0855,0.0195,466
1585,2015/1/6 11:00,18.97,0.26716,0.0472,335
1586,2015/1/6 12:00,18.79,0.42839,0.0316,391
1587,2015/1/6 13:00,19.32,0.83164,0.015,264
1588,2015/1/6 14:00,13.5,0.96602,0.0276,67
1589,2015/1/6 15:00,24.31,0.87865,0.0258,341
1590,2015/1/6 16:00,14.99,0.86421,0.0999,335
1591,2015/1/6 17:00,19.72,0.85238,0.0942,36
1592,2015/1/6 18:00,15.07,0.28737,0.0761,260
1593,2015/1/6 19:00,11.64,0.90456,0.025,361
1594,2015/1/6 20:00,12.53,0.80564,0.0727,165
1595,2015/1/6 21:00,10.26,0.78929,0.0534,301
1596,2015/1/6 22:00,21.31,0.12695,0.0327,28
1597,2015/1/6 23:00,14.59,0.55638,0.0796,230
1598,2015/1/7 0:00,19.42,0.01847,0.0521,398
1599,2015/1/7 1:00,22.58,0.92063,0.0383,187
1600,2015/1/7 2:00,18.62,0.02118,0.0646,360
1601,2015/1/7 3:00,16.46,0.66626,0.0131,379
1602,2015/1/7 4:00,24.29,0.72407,0.0765,199
1603,2015/1/7 5:00,18.36,0.3468,0.0166,273
1604,2015/1/7 6:00,16.65,0.55891,0.0043,90
1605,2015/1/7 7:00,10.92,0.86173,0.0598,388
1606,2015/1/7 8:00,12.65,0.55792,0.0042,175
1607,2015/1/7 9:00,17.31,0.16477,0.0147,304
1608,2015/1/7 10:00,23.99,0.31289,0.0786,82
1609,2015/1/7 11:00,10.89,0.95355,0.0285,402
1610,2015/1/7 12:00,20.74,0.54001,0.0183,368
1611,2015/1/7 13:00,22.68,0.96938,0.044,123
1612,2015/1/7 14:00,12.81,0.80283,0.0148,462
1613,2015/1/7 15:00,15.18,0.41611,0.0252,131
1614,2015/1/7 16:00,10.49,0.7213,0.0527,37
1615,2015/1/7 17:00,17.62,0.76616,0.0026,419
1616,2015/1/7 18:00,23.43,0.62005,0.0428,137
1617,2015/1/7 19:00,14.35,0.55143,0.094,303
1618,2015/1/7 20:00,12.52,0.71185,0.0292,467
1619,2015/1/7 21:00,18.45,0.79162,0.0358,98
1620,2015/1/7 22:00,15.65,0.81362,0.0194,477
1621,2015/1/7 23:00,20.9,0.29388,0.0601,156
1622,2015/1/8 0:00,10.55,0.08322,0.0768,388
1623,2015/1/8 1:00,15.68,0.65397,0.0719,457
1624,2015/1/8 2:00,11.75,0.48516,0.0652,470
1625,2015/1/8 3:00,21.64,0.54145,0.0848,398
1626,2015/1/8 4:00,18.91,0.32065,0.0356,118
1627,2015/1/8 5:00,10.95,0.78022,0.0147,250
1628,2015/1/8 6:00,12.62,0.83351,0.098,129
1629,2015/1/8 7:00,17.42,0.83201,0.0824,136
1630,2015/1/8 8:00,17.2,0.72174,0.0282,303
1631,2015/1/8 9:00,13.03,0.12676,0.0316,139
1632,2015/1/8 10:00,12.38,0.46575,0.052,11
1633,2015/1/8 11:00,18.04,0.08619,0.0298,313
1634,2015/1/8 12:00,22.97,0.06464,0.0102,388
1635,2015/1/8 13:00,21.8,0.8676,0.0831,352
1636,2015/1/8 14:00,18.85,0.01521,0.0592,87
1637,2015/1/8 15:00,15.79,0.20027,0.0352,482
1638,2015/1/8 16:00,18.71,0.38885,0.0309,275
1639,2015/1/8 17:00,24.65,0.80231,0.0132,92
1640,2015/1/8 18:00,14.48,0.08029,0.0634,145
1641,2015/1/8 19:00,13.59,0.33508,0.0723,217
1642,2015/1/8 20:00,15.51,0.68997,0.0713,153
1643,2015/1/8 21:00,18.59,0.10366,0.0929,112
1644,2015/1/8 22:00,18.19,0.47345,0.0567,28
1645,2015/1/8 23:00,17.19,0.15899,0.0953,101
1646,2015/1/9 0:00,18.89,0.14584,0.0753,462
1647,2015/1/9 1:00,18.38,0.95199,0.0072,180
1648,2015/1/9 2:00,19.99,0.87125,0.052,306
1649,2015/1/9 3:00,21.61,0.1881,0.0162,355
1650,2015/1/9 4:00,20.8,0.1567,0.0871,110
1651,2015/1/9 5:00,21.61,0.84942,0.012,41
1652,2015/1/9 6:00,21.53,0.97165,0.0215,158
1653,2015/1/9 7:00,17.24,0.20098,0.0562,444
1654,2015/1/9 8:00,16.43,0.07035,0.0925,334
1655,2015/1/9 9:00,16.62,0.09462,0.0012,353
1656,2015/1/9 10:00,23.84,0.92983,0.0757,156
1657,2015/1/9 11:00,16.21,0.17279,0.0464,241
1658,2015/1/9 12:00,13.29,0.3697,0.0671,441
1659,2015/1/9 13:00,21.16,0.76685,0.033,259
1660,2015/1/9 14:00,21.27,0.85007,0.0674,420
1661,2015/1/9 15:00,24.95,0.46668,0.0444,474
1662,2015/1/9 16:00,24.54,0.6873,0.0773,30
1663,2015/1/9 17:00,23.49,0.74936,0.0495,370
1664,2015/1/9 18:00,24.2,0.73016,0.0271,473
1665,2015/1/9 19:00,15.57,0.62664,0.0804,48
1666,2015/1/9 20:00,19.4,0.69133,0.0486,262
1667,2015/1/9 21:00,15.6,0.01008,0.0522,109
1668,2015/1/9 22:00,15.97,0.29911,0.0874,491
1669,2015/1/9 23:00,20.38,0.23559,0.0326,367
1670,2015/1/10 0:00,23.32,0.99325,0.0302,144
1671,2015/1/10 1:00,18,0.03132,0.0133,293
1672,2015/1/10 2:00,16.94,0.16356,0.054,272
1673,2015/1/10 3:00,22.18,0.67249,0.0707,13
1674,2015/1/10 4:00,18.05,0.4464,0.0467,282
1675,2015/1/10 5:00,14.86,0.34954,0.0967,203
1676,2015/1/10 6:00,18.25,0.11136,0.0798,290
1677,2015/1/10 7:00,19.4,0.67683,0.0569,443
1678,2015/1/10 8:00,18.88,0.05385,0.008,110
1679,2015/1/10 9:00,15.81,0.26435,0.0696,315
1680,2015/1/10 10:00,23.2,0.1754,0.0844,452
1681,2015/1/10 11:00,23.96,0.82553,0.0186,188
1682,2015/1/10 12:00,11.06,0.68482,0.0668,111
1683,2015/1/10 13:00,12.05,0.23699,0.0541,497
1684,2015/1/10 14:00,13.83,0.74382,0.0509,39
1685,2015/1/10 15:00,14.42,0.80266,0.0992,477
1686,2015/1/10 16:00,14.09,0.42192,0.0874,332
1687,2015/1/10 17:00,24.67,0.05605,0.0989,413
1688,2015/1/10 18:00,18.55,0.75952,0.0838,57
1689,2015/1/10 19:00,10.39,0.07239,0.0894,217
1690,2015/1/10 20:00,10.99,0.32744,0.02,392
1691,2015/1/10 21:00,15.31,0.19719,0.037,457
1692,2015/1/10 22:00,18.28,0.97525,0.0273,434
1693,2015/1/10 23:00,24.22,0.60907,0.0902,397
1694,2015/1/11 0:00,23.55,0.2472,0.0223,364
1695,2015/1/11 1:00,15.73,0.22675,0.0463,46
1696,2015/1/11 2:00,16.64,0.81165,0.0368,456
1697,2015/1/11 3:00,23.6,0.27283,0.0631,456
1698,2015/1/11 4:00,18.11,0.88798,0.0484,11
1699,2015/1/11 5:00,13.12,0.45036,0.0125,77
1700,2015/1/11 6:00,12.09,0.54225,0.0904,73
1701,2015/1/11 7:00,13.16,0.34893,0.0705,174
1702,2015/1/11 8:00,17.48,0.94071,0.0421,459
1703,2015/1/11 9:00,22.01,0.05272,0.0108,146
1704,2015/1/11 10:00,15.2,0.74099,0.0062,464
1705,2015/1/11 11:00,20.99,0.47552,0.0476,311
1706,2015/1/11 12:00,24.95,0.0802,0.0581,454
1707,2015/1/11 13:00,17.71,0.15247,0.0316,241
1708,2015/1/11 14:00,17.77,0.64031,0.082,484
1709,2015/1/11 15:00,24.1,0.20089,0.0698,467
1710,2015/1/11 16:00,20.57,0.06732,0.0251,431
1711,2015/1/11 17:00,17.37,0.26601,0.0374,140
1712,2015/1/11 18:00,15.67,0.3544,0.0438,350
1713,2015/1/11 19:00,15.63,0.89367,0.0203,46
1714,2015/1/11 20:00,23.51,0.26519,0.0013,412
1715,2015/1/11 21:00,20.24,0.24448,0.0876,194
1716,2015/1/11 22:00,24.67,0.55441,0.0438,319
1717,2015/1/11 23:00,13.03,0.66339,0.0491,289
1718,2015/1/12 0:00,15.19,0.30543,0.0885,23
1719,2015/1/12 1:00,23.27,0.89316,0.0012,279
1720,2015/1/12 2:00,22.07,0.60126,0.1,436
1721,2015/1/12 3:00,17.76,0.37227,0.0554,458
1722,2015/1/12 4:00,23.06,0.28326,0.0755,493
1723,2015/1/12 5:00,10.71,0.64101,0.0998,216
1724,2015/1/12 6:00,19.7,0.54659,0.0251,88
1725,2015/1/12 7:00,16.19,0.46198,0.0422,159
1726,2015/1/12 8:00,15.58,0.18591,0.0653,273
1727,2015/1/12 9:00,22.89,0.74615,0.0248,406
1728,2015/1/12 10:00,16.13,0.70931,0.0748,418
1729,2015/1/12 11:00,20.62,0.18489,0.046,346
1730,2015/1/12 12:00,21.97,0.75896,0.072,96
1731,2015/1/12 13:00,14.68,0.21262,0.0157,45
1732,2015/1/12 14:00,14.12,0.87616,0.027,389
1733,2015/1/12 15:00,16.4,0.15213,0.0734,159
1734,2015/1/12 16:00,20.07,0.94208,0.0522,458
1735,2015/1/12 17:00,13.95,0.21715,0.087,481
1736,2015/1/12 18:00,21.52,0.04181,0.0328,44
1737,2015/1/12 19:00,13.08,0.65835,0.0692,12
1738,2015/1/12 20:00,17.42,0.67061,0.0045,86
1739,2015/1/12 21:00,14.15,0.05694,0.0522,379
1740,2015/1/12 22:00,16.63,0.57877,0.0195,350
1741,2015/1/12 23:00,10.35,0.45887,0.062,315
1742,2015/1/13 0:00,12.58,0.59276,0.0482,184
1743,2015/1/13 1:00,13.19,0.63127,0.0254,321
1744,2015/1/13 2:00,19.83,0.13492,0.0591,401
1745,2015/1/13 3:00,16.68,0.05412,0.0845,453
1746,2015/1/13 4:00,22.78,0.00421,0.063,498
1747,2015/1/13 5:00,18.54,0.29064,0.0935,398
1748,2015/1/13 6:00,23.22,0.87969,0.0632,393
1749,2015/1/13 7:00,21.53,0.86382,0.0588,30
1750,2015/1/13 8:00,12.53,0.23031,0.0952,20
1751,2015/1/13 9:00,12.09,0.33386,0.0346,493
1752,2015/1/13 10:00,16.37,0.53109,0.0439,103
1753,2015/1/13 11:00,17.54,0.00498,0.0497,216
1754,2015/1/13 12:00,16.82,0.00068,0.064,330
1755,2015/1/13 13:00,14.85,0.16217,0.0357,374
1756,2015/1/13 14:00,19.68,0.0965,0.0118,81
1757,2015/1/13 15:00,24.54,0.48075,0.0604,476
1758,2015/1/13 16:00,20.54,0.75274,0.0518,133
1759,2015/1/13 17:00,13.23,0.44468,0.0529,403
1760,2015/1/13 18:00,14.85,0.62394,0.0247,384
1761,2015/1/13 19:00,12.93,0.00204,0.0995,108
1762,2015/1/13 20:00,13.19,0.504,0.0087,88
1763,2015/1/13 21:00,24.88,0.33629,0.0892,170
1764,2015/1/13 22:00,15.47,0.01237,0.0791,325
1765,2015/1/13 23:00,14.35,0.13985,0.0333,178
1766,2015/1/14 0:00,13.95,0.02917,0.0501,475
1767,2015/1/14 1:00,24.48,0.25871,0.0793,474
1768,2015/1/14 2:00,18.31,0.61156,0.0064,244
1769,2015/1/14 3:00,17.8,0.81987,0.006,210
1770,2015/1/14 4:00,21.91,0.55467,0.0524,205
1771,2015/1/14 5:00,18.83,0.24114,0.0213,273
1772,2015/1/14 6:00,11.5,0.34505,0.0235,450
1773,2015/1/14 7:00,11.95,0.20954,0.0655,399
1774,2015/1/14 8:00,21.12,0.57341,0.016,418
1775,2015/1/14 9:00,17.22,0.58168,0.0644,131
1776,2015/1/14 10:00,19.06,0.34854,0.0436,54
1777,2015/1/14 11:00,15.16,0.21313,0.0026,139
1778,2015/1/14 12:00,23.96,0.47447,0.0303,137
1779,2015/1/14 13:00,22.35,0.01614,0.0137,37
1780,2015/1/14 14:00,11.02,0.01492,0.0982,442
1781,2015/1/14 15:00,18.05,0.54838,0.082,23
1782,2015/1/14 16:00,21.54,0.1597,0.0064,221
1783,2015/1/14 17:00,21.55,0.5251,0.0051,91
1784,2015/1/14 18:00,11.08,0.43869,0.0187,426
1785,2015/1/14 19:00,16.85,0.97279,0.0264,25
1786,2015/1/14 20:00,21.87,0.19733,0.0268,239
1787,2015/1/14 21:00,11.51,0.63271,0.0841,29
1788,2015/1/14 22:00,23.97,0.29294,0.0151,83
1789,2015/1/14 23:00,23.08,0.48104,0.0822,142
1790,2015/1/15 0:00,13.45,0.4916,0.0301,478
1791,2015/1/15 1:00,24.49,0.57678,0.0611,229
1792,2015/1/15 2:00,23.53,0.24137,0.0528,389
1793,2015/1/15 3:00,13.46,0.38611,0.0629,266
1794,2015/1/15 4:00,22.98,0.60039,0.0734,269
1795,2015/1/15 5:00,21.15,0.64945,0.0766,370
1796,2015/1/15 6:00,11.77,0.25749,0.0141,19
1797,2015/1/15 7:00,10.76,0.9544,0.0417,496
1798,2015/1/15 8:00,11.79,0.85053,0.0353,208
1799,2015/1/15 9:00,23.68,0.90418,0.0105,334
1800,2015/1/15 10:00,11.6,0.91473,0.0365,394
1801,2015/1/15 11:00,19.56,0.62248,0.0237,193
1802,2015/1/15 12:00,22.44,0.72374,0.007,218
1803,2015/1/15 13:00,10.17,0.95014,0.036,286
1804,2015/1/15 14:00,21.11,0.63397,0.0364,363
1805,2015/1/15 15:00,23.18,0.61443,0.086,382
1806,2015/1/15 16:00,22.25,0.02914,0.0174,119
1807,2015/1/15 17:00,17.22,0.29621,0.0154,102
1808,2015/1/15 18:00,17.36,0.24305,0.032,359
1809,2015/1/15 19:00,19.78,0.93155,0.056,156
1810,2015/1/15 20:00,21.38,0.31478,0.0053,100
1811,2015/1/15 21:00,23.79,0.30677,0.014,289
1812,2015/1/15 22:00,19.07,0.87696,0.0024,347
1813,2015/1/15 23:00,18.82,0.85038,0.0972,326
1814,2015/1/16 0:00,16.19,0.45505,0.0417,350
1815,2015/1/16 1:00,11.65,0.81421,0.0359,56
1816,2015/1/16 2:00,18.44,0.248,0.098,410
1817,2015/1/16 3:00,17.11,0.99395,0.0051,219
1818,2015/1/16 4:00,22.51,0.53433,0.0749,261
1819,2015/1/16 5:00,24.75,0.52308,0.0513,483
1820,2015/1/16 6:00,12.98,0.38155,0.0348,160
1821,2015/1/16 7:00,12.12,0.34142,0.0773,73
1822,2015/1/16 8:00,22,0.82378,0.0994,408
1823,2015/1/16 9:00,23.83,0.91271,0.0462,357
1824,2015/1/16 10:00,22.36,0.32366,0.0716,115
1825,2015/1/16 11:00,23.58,0.26082,0.0743,407
1826,2015/1/16 12:00,20.21,0.72509,0.0973,30
1827,2015/1/16 13:00,21.93,0.7344,0.028,88
1828,2015/1/16 14:00,12.68,0.27086,0.0395,454
1829,2015/1/16 15:00,11.75,0.66412,0.0202,12
1830,2015/1/16 16:00,19.45,0.65384,0.0632,128
1831,2015/1/16 17:00,19.54,0.15937,0.028,275
1832,2015/1/16 18:00,18.65,0.57926,0.0015,147
1833,2015/1/16 19:00,16.22,0.58522,0.0588,423
1834,2015/1/16 20:00,13.59,0.69604,0.0189,457
1835,2015/1/16 21:00,18.04,0.635,0.0379,485
1836,2015/1/16 22:00,20.04,0.02858,0.0508,126
1837,2015/1/16 23:00,18.16,0.55212,0.0749,394
1838,2015/1/17 0:00,22.49,0.01432,0.0647,432
1839,2015/1/17 1:00,17.35,0.54666,0.091,399
1840,2015/1/17 2:00,10.81,0.20755,0.0435,117
1841,2015/1/17 3:00,14.05,0.52098,0.0813,41
1842,2015/1/17 4:00,11.88,0.38308,0.021,255
1843,2015/1/17 5:00,11.81,0.63214,0.0071,288
1844,2015/1/17 6:00,20.34,0.80085,0.0592,374
1845,2015/1/17 7:00,20.01,0.00322,0.0607,83
1846,2015/1/17 8:00,15.15,0.88185,0.0622,236
1847,2015/1/17 9:00,15.1,0.83526,0.0758,196
1848,2015/1/17 10:00,14.86,0.01494,0.0036,112
1849,2015/1/17 11:00,23.33,0.39192,0.0088,296
1850,2015/1/17 12:00,17.76,0.03596,0.0046,355
1851,2015/1/17 13:00,22.24,0.51653,0.0648,356
1852,2015/1/17 14:00,13,0.29803,0.0561,83
1853,2015/1/17 15:00,21.09,0.25546,0.0875,228
1854,2015/1/17 16:00,14.91,0.82058,0.0811,445
1855,2015/1/17 17:00,16.35,0.00923,0.0044,196
1856,2015/1/17 18:00,21.58,0.88193,0.0191,455
1857,2015/1/17 19:00,21.42,0.44885,0.0688,310
1858,2015/1/17 20:00,23.69,0.35816,0.0517,402
1859,2015/1/17 21:00,10.23,0.01662,0.0407,305
1860,2015/1/17 22:00,17.02,0.69936,0.0343,180
1861,2015/1/17 23:00,24.27,0.31251,0.0494,334
1862,2015/1/18 0:00,12.24,0.3435,0.0088,120
1863,2015/1/18 1:00,24.75,0.06569,0.0275,499
1864,2015/1/18 2:00,21.99,0.43459,0.0749,111
1865,2015/1/18 3:00,17.67,0.16512,0.087,378
1866,2015/1/18 4:00,24.86,0.86687,0.0788,403
1867,2015/1/18 5:00,10.83,0.16697,0.0625,153
1868,2015/1/18 6:00,16.79,0.35115,0.0128,427
1869,2015/1/18 7:00,10.28,0.50451,0.0343,327
1870,2015/1/18 8:00,24.37,0.23327,0.0447,218
1871,2015/1/18 9:00,15.89,0.31573,0.0036,274
1872,2015/1/18 10:00,23,0.82195,0.0499,337
1873,2015/1/18 11:00,24.09,0.33755,0.0324,221
1874,2015/1/18 12:00,20.28,0.01678,0.0273,492
1875,2015/1/18 13:00,17.54,0.9311,0.016,273
1876,2015/1/18 14:00,23.16,0.99353,0.0516,261
1877,2015/1/18 15:00,16.39,0.38798,0.0628,69
1878,2015/1/18 16:00,17.15,0.52928,0.0403,72
1879,2015/1/18 17:00,12.54,0.85356,0.0447,230
1880,2015/1/18 18:00,10.74,0.17274,0.0285,376
1881,2015/1/18 19:00,15.67,0.96355,0.0765,283
1882,2015/1/18 20:00,22.44,0.19284,0.0963,471
1883,2015/1/18 21:00,14.15,0.90868,0.022,245
1884,2015/1/18 22:00,15.79,0.8169,0.0061,166
1885,2015/1/18 23:00,15.26,0.61971,0.0711,346
1886,2015/1/19 0:00,22.41,0.80509,0.0541,358
1887,2015/1/19 1:00,17.43,0.54741,0.0792,394
1888,2015/1/19 2:00,14.03,0.84218,0.0548,285
1889,2015/1/19 3:00,17.29,0.56521,0.0236,200
1890,2015/1/19 4:00,21.47,0.84291,0.0997,150
1891,2015/1/19 5:00,14.49,0.44771,0.0906,458
1892,2015/1/19 6:00,16.92,0.96519,0.023,75
1893,2015/1/19 7:00,23.56,0.38249,0.0692,60
1894,2015/1/19 8:00,23.92,0.25713,0.0508,380
1895,2015/1/19 9:00,18.04,0.44007,0.0415,17
1896,2015/1/19 10:00,23.48,0.96561,0.0898,245
1897,2015/1/19 11:00,17.76,0.14958,0.0825,395
1898,2015/1/19 12:00,13.76,0.09516,0.0457,117
1899,2015/1/19 13:00,24.01,0.38989,0.0973,350
1900,2015/1/19 14:00,17.84,0.18028,0.0937,479
1901,2015/1/19 15:00,16.98,0.1555,0.0085,436
1902,2015/1/19 16:00,21.54,0.78788,0.0103,422
1903,2015/1/19 17:00,18.47,0.16529,0.0538,144
1904,2015/1/19 18:00,20.7,0.93553,0.0506,459
